Dataset,id,tweet,Analysis,g4AG_C,g4EX_C,g3AG_C,g3EX_C
,e292,"I know how to do anything, I’m a mom<span class='emoji-bytes' data-emoji-bytes='[240, 159, 146, 170]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 143, 190]'></span>","Since the text does not contain any Aggressive Items (AI) or Aggression Catalyzers (AC), the total score is 0.",0,0,0,0
,e182,@BWildeGlobal I've just gone through last 6 drafts and with exception of 2018 not many Russians drafted in first 2 rounds who are playing in Russia most are already playing in North America in juniors where they don't get paid.,"The total points are 0. Since there are no identified Aggressive Items (AI) or Aggression Catalyzers (AC), no points are assigned according to the rules.",0,1,2,1
,e294,The stars. . .  omg,The total score is 0.,0,0,0,1
,e308,"Damn @PlayStation, when the PS5 going to drop?","As no Aggressive Items (AI) category was identified, the total AI score is 0. 

For the Aggression Catalyzers (AC), two categories were identified: Strong Expressions and Rhetorical Questions, giving a total AC score of 2*0.5 = 1.

However, because no AI category was identified, the overall total score according to the rules is 0, regardless of the AC score.",0,1,2,1
,e207,"@godloveslex LMAOOO what a cutie <span class='emoji-bytes' data-emoji-bytes='[240, 159, 165, 186]'></span>",The total score is 0.,0,1,0,1
,e152,"@oneitforX1_ I thought someone turn off the wifi <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 130]'></span> cause he already consume almost 2 hrs.",The total score is 0.,0,1,1,1
,e262,@AmeliaRBlaire welcome back !   its great to see that you got your account back ! !,The total points would be 0.,0,1,0,1
,e297,"@jjakedior Didda. . . . I can picture infront of me. the scene, they tryna impress a person they have a crush on. .",The total points are 0 since no Aggressive Items (AI) or Aggression Catalyzers (AC) were identified.,0,1,0,1
,e236,"@kenbax47 @goldretrieve9 Cuban-American father from what I read.  so born to American parents, a father who left Cuba to flee Castros regime.",The total points for the text is 0.,0,1,0,1
,e76,Seem like the ones leave me the ones that I’m attached to,The total score is 0.,0,0,0,1
,e361,hello betty happy birthday to you,"The total points based on the identified categories in the text is 0. Since there's no Aggressive Items (AI) or Aggression Catalyzers (AC) identified in the text, the total score according to the Points Assignment Rules is 0.",0,1,0,1
,e102,"@Kuratio_ RIGHTT i thought the little tattoo was sweet :,)",The total points would be 0 since there are no identified Aggressive Items (AI) or Aggression Catalyzers (AC).,0,1,0,0
,e301,@Sayra_yousaf Welcome to all the supporters of Imran khan,The total score is 0 points.,0,1,0,1
,e229,"@Tendin2 THE DRAG, SIS!      It’s too damn early.  <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 130]'></span>","According to the points assignment rules:

- The text has 2 occurrences of Aggressive Items (AI), specifically in Aggressive Verbal Phrases and Aggressive Adjective Phrases. This gives total of 2 points (1 point each).
- For Aggression Catalyzers (AC), the text contains 1 occurrence in Strong Expressions category that adds up 0.5 points.

Hence, the total points based on the identified categories is 2.5 points.",2,1,2,1
,e171,In conclusion I’m DUMB dumb dumb dumb stupid my brain doesn’t work but it’s okay.  It’s part of my charm.,"Based on the identified categories and the points assignment rules:

- Aggressive Items (AI): ""dumb dumb dumb dumb stupid"" = 1 point 
  ""my brain doesn’t work"" = 1 point
- Aggression Catalyzers (AC): None identified = 0 points

Therefore, the total score would be 1 + 1 + 0 = 2 points.",2,0,2,1
,e179,@WJBuzzard Wapo i like you and i dont want to tell this but. . . . shut up that animation is good,"The total points based on the AI category and AC category will be 1.5 points.
1 point for AI category (Aggressive Verbal Phrases: ""shut up"") and 0.5 point for AC category (Imperative Sentences: ""shut up"").",2,1,1,1
,e160,@jonstangetaway @TChartSwift and lover only got 1 week :(,"The total points for this text are 0. Since no Aggressive Items (AI) or Aggression Catalyzers (AC) are identified in the text, no points are assigned in this case.",0,1,0,1
,e92,Hate how I remember shit I don't want to.  Trying to sleep and I hear this lady taking bout Alaska fuckin sucked.,"Based on the points assignment rules and the categories identified in the text, the total score is calculated as follows:

- 2 AI categories are identified, each worth 1 point: 2 * 1 = 2 points
- 1 AC category is identified, worth 0.5 point: 1 * 0.5 = 0.5 point

Hence, the total points score is 2 + 0.5 = 2.5 points.",2,0,2,0
,e245,I don’t know whos my main is going to be.      I like the inkling as a second main tho,The total points based on the identified categories in the text is 0.,0,0,0,1
,e278,@thatguyphilly @KyleHasTwiitter Bitch you want a video?  How am I gonna believe you did 46 then. . .  Fuck you!,"Based on the Points Assignment Rules:

Aggressive Items (AI):
1. Aggressive Determiner/Noun Phrases: 1 point
2. Aggressive Verbal Phrases: 1 point
3. Aggressive Adjective Phrases: 0 point (No item found)
4. Controversial Content: 1 point
5. Counter-Factual Expressions About People: 0.5 points

Aggression Catalyzers (AC):
1. Aggressive Adverbial Phrases: 0 point (No item found)
2. Strong Expressions: 0.5 points
3. Rhetorical Questions: 0.5 points
4. Imperative Sentences: 0.5 points
5. Ironic Expressions: 0 point (No item found)

Therefore, total score is 4.5 points.",2,1,2,1
,e298,@DoveyWan respect all the confident girls,The total points based on the identified categories in the text is 0.,0,1,0,1
,e175,@HOBBoston @SidekicksOhio @AGBPOL @MotionCityMusic @emonightboston OMFG they’re playing the Boston date?,"Based on the points assignment rules and the identified categories:

Aggression Catalyzers (AC) has 2 categories identified:
- Strong Expressions: 0.5 points
- Rhetorical Questions: 0.5 points 

So, the total points would be 1.0 (0.5 + 0.5). However, as no AI category was identified, the total score is 0, regardless of the AC scores.",0,1,0,1
,e325,@thecutbykendall I am backing it up with what i've watched on film and everything I've seen.,"Based on the points assignment rules since the text contains no AI or AC categories, the total score is 0.",0,1,0,1
,e153,"im gonna take a walk outside , its cold though so i'llll, wear my hoodie and my jacket","Based on the provided information and points assignment rules, the total points would be 0, as no Aggressive Items (AI) or Aggression Catalyzers (AC) are identified.",0,0,0,0
,e131,Excellent career! !,The total score is 0.,0,1,0,1
,e370,@CBSDaytime This female characters just are the favorites of @malyoung.  That has nothing to make with powerful or strong wornen.,The total points based on the identified categories in the text is 0.,0,1,2,1
,e350,All these people riding Xxxtentacion now just how I used to ride those 50 cent rides at heb,The total score is 0.,0,1,0,1
,e341,"@NoChill4D <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 130]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 130]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 130]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 130]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 130]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 130]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 130]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 130]'></span> and the long verses <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 173]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 173]'></span>",The total score is 0 because the text does not contain any AI or AC categories.,0,1,1,1
,e141,"@FranklinnnMJ MSD IS A LEGEND.     SACHIN TENDULKAR IS THE GOD OF CRICKET, THE GREATEST CRICKETER EVER BORN.","Since there is no Aggressive Items (AI) category identified in the text, the total score is 0 regardless of the Aggression Catalyzers (AC) scores.",0,1,2,1
,e314,"@BelleBelleL My parents had to tape a bow to my head, too <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 148]'></span>",The total score is 0.,0,1,1,1
,e313,"@universe_mp4 Sehun is a strong& independent men and he can do whatever he wants with his nipples.  You’re just a sehun anti<span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 174]'></span>","The total points will be calculated based on the following:

- Aggressive Items (AI): 2 occurrences (Aggressive Determiner/Noun Phrases and Aggressive Verbal Phrases) = 2 points
- Aggression Catalyzers (AC): 1 occurrence (Strong Expressions) = 0.5 points 

Total points = AI points + AC points = 2 + 0.5 = 2.5 points.",2,1,2,1
,e334,I hope Jiraiya come back to life :'(,The total score is 0.,0,0,0,0
,e135,im so tired of everything,"Based on the points assignment rules, the total points for this phrase would be 0, as both the AI and AC categories are not identified.",0,0,1,0
,e165,@jacobishybear Hehe~ who's a cute boy? ~,The total score is 0.,0,1,0,1
,e203,"@LanaSayyad Can we hurry up and hang out <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 146]'></span>","Based on the rules specified, the total score for this text would be 0 as there is no identified Aggressive Items (AI) or Aggression Catalyzers (AC).",0,1,0,1
,e251,"I saw the preview tho and it's rlly looking like janes gnna be just as annoying and controlling as last szn tho lol <span class='emoji-bytes' data-emoji-bytes='[240, 159, 146, 128]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 146, 128]'></span>","Based on the point assignment rules, the calculation should be:

- Aggressive Adjective Phrases (AI category): 1 point
- Strong Expressions (AC category): 0.5 points

Total points = 1 (AI) + 0.5 (AC) = 1.5 points",2,1,2,1
,e137,"@yoonogy I can only see a bird <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 140]'></span>",The total score is 0.,0,1,0,1
,e316,@honkparx @ladyofsrrows @crispylemon_ @juicebox_baby_ if lucy isnt active here rn we might have to contact her somewhere else bc i think i remember her saying she doesnt have notifs on for twitter,"The total points based on the identified categories in the text is 0. Since there's no identified Aggressive Items (AI) or Aggression Catalyzers (AC), the total score is 0, regardless of AC scores.",0,1,0,1
,e170,@H0NEYDiPPEDKRiS @dagadeoro Oh ok cool! !  Yes pls I live in Flatbush so it’s not too bad of a trip for me,The total score is 0.,0,1,0,1
,e148,@benxben @LanceForman A deal isn’t leaving,The total score is 0 points.,0,1,0,1
,e274,@mail_american No to Dr Oz.,"Since no AI category is identified in the text, according to the rules, the total score is 0 regardless of any potential AC scores. So, the total points is 0.",0,1,1,1
,e106,"<span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 173]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 173]'></span><span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 173]'></span> I’m trying to patient but lordt!",The total score is 0.,0,0,2,0
,e306,"@6ryanx Nah plot seems too basic and clichè, won’t stick with me.",The total score is 0.,0,1,1,1
,e356,@Katlego48977662 Lol its already at 13% so i knew that would be a thing.,The total points assigned would be 0. This is because no AI or AC categories have been identified in the given text.,0,1,0,1
,e347,IF I DONT GET A WILL AND EL FRIENDSHIP IN S3 THEN WHATS THE POINT? ? ?,The total score is 0. This is because there are no aggressive items identified and the score is set to 0 regardless of Aggression Catalyzers scores.,0,0,2,1
,e239,The way I almost finished my cigarettes already and I only bought them yesterday omfg,"According to the rules, no Aggressive Items were identified, so the total score will be 0, regardless of any Aggression Catalyzer scores.",0,0,2,0
,e253,"Well, to the shock of absolutely no one, it looks like @SenatorSinema is a gender traitor, hellbent on allowing the republicans to take away our rights and obstruct any progress we couldve made with a majority in Congress","Based on the provided categories and point assignment rules, the total score will be as follows:

- Aggressive Items (AI):
    - Aggressive Determiner/Noun Phrases: 1 point
    - Aggressive Verbal Phrases: 1 point
    - Aggressive Adjective Phrases: 1 point
    - Controversial Content: 1 point
    - Counter-Factual Expressions About People: 0.5 points
    Total AI Score: 4.5 points

- Aggression Catalyzers (AC):
    - Aggressive Adverbial Phrases: 0 points (not present)
    - Strong Expressions: 0.5 points
    - Rhetorical Questions: 0 points (not present)
    - Imperative Sentences: 0 points (not present)
    - Ironic Expressions: 0.5 points
    Total AC Score: 1 point

By adding up the total points from both categories, the total score is 5.5 points.",2,1,2,1
,e155,@Lynn_Henning Don't tease me with a good time,"Based on the identified categories and the rules, the total score is 0.",0,1,1,1
,e184,"@CNN <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 134]'></span> let me get it STRAIGHT!  I'm a bad person bc my kids r not watching this new normalized cartoon in ur eyes.","- Total AI points: 1 (Aggressive Determiner/Noun Phrases) + 0 (Aggressive Verbal Phrases) + 1 (Aggressive Adjective Phrases) + 1 (Controversial Content) + 0.5 (Counter-Factual Expressions) = 3.5 points
- Total AC points: 0 (Aggressive Adverbial Phrases) + 0.5 (Strong Expressions) + 0 (Rhetorical Questions) + 0.5 (Imperative Sentences) + 0 (Ironic Expressions) = 1 point

Total points = AI points + AC points = 3.5 + 1 = 4.5 points.",2,1,2,0
